cik,status,text
C1382,1,past year fuel prices increased airline industry unable raise average fares enough offset rising costs price fuel per gallon fiscal year ended march increased period reached new record high barrel per gallon systemwide average purchase price including plane cost taxes storage july since record high crude oil fell barrel december lowest level since end oil prices continue volatile impacted concerns economy global demand including recent price increases due increased demand china oil recently trading range barrel may weekly average current price fuel per gallon per gallon including plane costs taxes storage domestic airlines responded record fuel costs mid recent economic downturn reducing capacity grounding airplanes furloughing andor reducing workforce raising ticket prices imposing additional fees based airlines schedule filings may anticipate overall domestic airline capacity fall reduced year year follows capacity reductions fall anticipate capacity dia year year fall largely due growth southwest airlines dia follows capacity reductions approximately dia fall reflecting reductions scheduled service well capacity reductions united airlines response increase fuel costs part restructuring efforts reduced mainline cost per available seat mile excluding fuel three months ended march daily roundtrip flights dia laguardia washington ronald reagan national airport currently hold using six beyond perimeter slots three roundtrip flights dia reagan national another airport serve john wayne international airport santa ana california sna also slot controlled local level mandated federal court order currently hold use eight arrival departure slots sna four daily roundtrips dia sna open skies agreement us european union eu took effect march allows us european carrier fly route city eu city us
C1382,1,year follows capacity reductions fall anticipate capacity dia year year fall largely due growth southwest airlines dia follows capacity reductions approximately dia fall reflecting reductions scheduled service well capacity reductions united airlines response increase fuel costs part restructuring efforts reduced mainline cost per available seat mile excluding fuel three months ended march daily roundtrip flights dia laguardia washington ronald reagan national airport currently hold using six beyond perimeter slots three roundtrip flights dia reagan national another airport serve john wayne international airport santa ana california sna also slot controlled local level mandated federal court order currently hold use eight arrival departure slots sna four daily roundtrips dia sna open skies agreement us european union eu took effect march allows us european carrier fly route city eu city us believe new accord result increased competition us airline industry providing customers even greater choice airlines fly maintenance repairs aircraft maintenance repairs accomplished accordance maintenance program approved faa since mid trained staffed supervised maintenance work force denver colorado sublease portion continental airlines hangar dia currently perform line maintenance longer interval maintenance sublease facility expired february currently monthtomonth lease also maintain line maintenance facilities phoenix arizona kansas city missouri mainline operations kansas city missouri el paso texas lynx operations faa approved outside contractors perform mediation board nmb alleging representation dispute along authorization cards signed least employees craft class nmb investigates dispute finds labor union obtained sufficient number authorization cards conducts election determine whether certify labor union collective bargaining representative craft class nmbs usual rules labor union certified representative employees craft
C1382,1,operations cannot accurately predicted quantified substantial doubt ability continue going concern face liquidity challenges could impact ability continue operations substantial liquidity needs operation business face significant liquidity challenges due volatile aircraft fuel prices low passenger yields credit card processor holdbacks cash reserves cost pressures accordingly believe cash cash equivalents shortterm investments remain pressure thereafter uncertain able obtain exit financing secure liquidity refinance repay debtorinpossession loan dip loan scheduled maturity date find plan sponsor emerge chapter proceedings cannot guarantee efforts raise cash improve liquidity successful case could forced discontinue operations implementation business plan cannot keep pace high fuel costs recent yield declines last year implemented cost revenue profit improvement initiatives increased total passenger unit revenue primarily due initiatives increase ancillary revenue decreased mainline casm excluding fuel cost reduction revenue improvement benefits realizing plan outpaced historically high aircraft fuel prices yield currently negatively impacted economic recession continue operate competitive environment dia limits ability increase fares offset high fuel costs reduced demand travel cannot assure achieve targeted benefits business plan benefits even achieved adequate us maintain financial viability due fuel costs vulnerable increases aircraft fuel costs high oil prices significant adverse impact results operations past three fiscal years cannot predict future cost availability fuel impact disruptions oil supplies refinery productivity based natural disasters would affect ability compete unavailability adequate fuel supplies could adverse effect operations profitability addition larger airlines may competitive advantage pay lower prices fuel airlines southwest airlines may substantial fuel hedges give competitive advantage fuel costs significant portion operating costs substantial changes fuel costs materially affect operating
C1382,1,less maintenance future incurred lower maintenance expenses parts aircraft multiyear warranties maintenance costs increase significantly absolute basis percentage operating expenses fleet ages warranties expire landing fees may increase local noise abatement procedures due reduced capacity industry result litigation pressure residents areas surrounding airports airport operators taken actions years reduce aircraft noise actions included regulations requiring aircraft meet prescribed decibel limits designated dates curfews nighttime hours restrictions frequency aircraft operations various operational procedures noise abatement airport noise capacity act recognized right airport operators special noise problems implement local noise abatement procedures long procedures interfere unreasonably interstate foreign commerce national air transportation system compliance local noise abatement procedures may lead increased landing fees agreement city county denver another county adjacent denver specifies maximum aircraft noise levels designated monitoring points vicinity dia significant amounts payable city county substantiated noise violation agreement dia incurred payment obligations likely incur obligations future pass us air carriers serving dia increasing landing fees additionally noise regulations could enacted future would increase expenses could material adverse effect operations addition recent capacity reductions airlines forced airport authorities increase lease rates landing fees adjust lower volume unionization affects costs may affect operations six employee groups represented unions pilots dispatchers mechanics material specialists aircraft appearance agents flight attendants lynx aviation january lynx aviation flight attendants voted represented afacwa addition since union organizing attempts defeated frontier flight attendants collective bargaining agreement mechanics union ibt expires october february fapa pilot membership ratified four year agreement amends previous fiveyear contract signed may result recent bargaining due bankruptcy pilot contract expires march
C1382,1,dia significant amounts payable city county substantiated noise violation agreement dia incurred payment obligations likely incur obligations future pass us air carriers serving dia increasing landing fees additionally noise regulations could enacted future would increase expenses could material adverse effect operations addition recent capacity reductions airlines forced airport authorities increase lease rates landing fees adjust lower volume unionization affects costs may affect operations six employee groups represented unions pilots dispatchers mechanics material specialists aircraft appearance agents flight attendants lynx aviation january lynx aviation flight attendants voted represented afacwa addition since union organizing attempts defeated frontier flight attendants collective bargaining agreement mechanics union ibt expires october february fapa pilot membership ratified four year agreement amends previous fiveyear contract signed may result recent bargaining due bankruptcy pilot contract expires march march material specialists voted union representation ibt september material specialists approved four year agreement result recent bargaining due bankruptcy ibt contract expires october september contract dispatchers represented twu expired september dispatchers signed five year collective bargaining agreement result recent bargaining due bankruptcy twu contract expires september aircraft appearance agents maintenance cleaners contract became effective september effect september unable reach agreements represented work groups contracts open renegotiation currently nonrepresented employees unionize unable reach agreement terms employment may need go mediation may experience widespread employee dissatisfaction could subject work slowdowns stoppages addition may subject disruptions organized labor protesting certain groups nonunion status conducting sympathy action fellow members striking airlines events would disruptive operations could harm business lack marketing alliances could harm business many airlines marketing alliances airlines market advertise status
C1382,1,march material specialists voted union representation ibt september material specialists approved four year agreement result recent bargaining due bankruptcy ibt contract expires october september contract dispatchers represented twu expired september dispatchers signed five year collective bargaining agreement result recent bargaining due bankruptcy twu contract expires september aircraft appearance agents maintenance cleaners contract became effective september effect september unable reach agreements represented work groups contracts open renegotiation currently nonrepresented employees unionize unable reach agreement terms employment may need go mediation may experience widespread employee dissatisfaction could subject work slowdowns stoppages addition may subject disruptions organized labor protesting certain groups nonunion status conducting sympathy action fellow members striking airlines events would disruptive operations could harm business lack marketing alliances could harm business many airlines marketing alliances airlines market advertise status marketing alliance partners among things share use twoletter flight designator codes identify flights fares computerized reservation systems permit reciprocity frequent flyer programs extensive network marketing partners lack marketing alliances puts us competitive disadvantage global network carriers whose ability attract passengers widespread alliances particularly international routes may adversely affect passenger traffic results operations unable attract retain qualified personnel reasonable costs business harmed dependent experience industry knowledge officers key employees execute business plans deteriorating financial performance along chapter proceedings creates uncertainty led unwanted attrition risk losing management talent critical successful reorganization ongoing operation business continue experience substantial turnover leadership key employees including result planned overhead reductions required business plan performance could materially adversely impacted furthermore may unable attract retain additional qualified executives needed future rely heavily automated systems technology operate
C1382,1,marketing alliance partners among things share use twoletter flight designator codes identify flights fares computerized reservation systems permit reciprocity frequent flyer programs extensive network marketing partners lack marketing alliances puts us competitive disadvantage global network carriers whose ability attract passengers widespread alliances particularly international routes may adversely affect passenger traffic results operations unable attract retain qualified personnel reasonable costs business harmed dependent experience industry knowledge officers key employees execute business plans deteriorating financial performance along chapter proceedings creates uncertainty led unwanted attrition risk losing management talent critical successful reorganization ongoing operation business continue experience substantial turnover leadership key employees including result planned overhead reductions required business plan performance could materially adversely impacted furthermore may unable attract retain additional qualified executives needed future rely heavily automated systems technology operate business failure systems could harm business increasingly dependent automated systems information technology personnel technology operate business enhance customer service achieve low operating costs including computerized airline reservation system telecommunication systems website checkin kiosks inflight entertainment systems substantial repeated system failures systems could reduce attractiveness services could result customers purchasing tickets another airline disruptions systems loss key personnel could result loss important data increase expenses generally harm business addition experienced increase customers booking flights airline thirdparty websites increased distribution costs thirdparty websites experiences system failures discontinues listing flights systems bookings revenue may adversely impacted implement improvements website reservations system time time implementation changes systems may cause operational financial disruptions experience transition system cutover issues new systems perform expect vendors deliver systems upgrades components timely basis disruptions may effect discouraging
C1382,1,business failure systems could harm business increasingly dependent automated systems information technology personnel technology operate business enhance customer service achieve low operating costs including computerized airline reservation system telecommunication systems website checkin kiosks inflight entertainment systems substantial repeated system failures systems could reduce attractiveness services could result customers purchasing tickets another airline disruptions systems loss key personnel could result loss important data increase expenses generally harm business addition experienced increase customers booking flights airline thirdparty websites increased distribution costs thirdparty websites experiences system failures discontinues listing flights systems bookings revenue may adversely impacted implement improvements website reservations system time time implementation changes systems may cause operational financial disruptions experience transition system cutover issues new systems perform expect vendors deliver systems upgrades components timely basis disruptions may effect discouraging travelers purchasing tickets us increasing reservations staffing ownership change could limit ability utilize net operating loss carryforwards federal income tax law dropped commercially available war risk coverage current government war risk policy effect august know whether government extend coverage beyond august long extension last expect government stops providing excess war risk coverage airline industry premiums charged aviation insurers coverage substantially higher premiums currently charged government coverage available reputable underwriters significant increases insurance premiums would harm financial condition results operations high fixed cost business unexpected decrease revenue would harm us airline industry characterized low profit margins high fixed costs primarily personnel fuel aircraft ownership lease costs rents expenses aircraft flight vary significantly number passengers carried result relatively small change number passengers pricing would disproportionate effect operating financial results accordingly
C1382,1,travelers purchasing tickets us increasing reservations staffing ownership change could limit ability utilize net operating loss carryforwards federal income tax law dropped commercially available war risk coverage current government war risk policy effect august know whether government extend coverage beyond august long extension last expect government stops providing excess war risk coverage airline industry premiums charged aviation insurers coverage substantially higher premiums currently charged government coverage available reputable underwriters significant increases insurance premiums would harm financial condition results operations high fixed cost business unexpected decrease revenue would harm us airline industry characterized low profit margins high fixed costs primarily personnel fuel aircraft ownership lease costs rents expenses aircraft flight vary significantly number passengers carried result relatively small change number passengers pricing would disproportionate effect operating financial results accordingly shortfall expected revenue yields material adverse effect profitability liquidity often affected factors beyond control including weather conditions traffic congestion airports increased security measures irrational pricing competitors could harm operating results financial condition delays cancellations due adverse weather conditions factors beyond control could adversely affect us like airlines subject delays caused factors beyond control including adverse weather conditions air traffic congestion airports increased security measures delays frustrate passengers reduce aircraft utilization increase costs negatively affect profitability periods snow rain fog hurricanes storms adverse weather conditions flights may cancelled significantly delayed cancellations delays due weather conditions traffic control problems breaches security could harm operating results financial condition subject strict federal regulations compliance federal regulations increases costs decreases revenue airlines subject extensive regulatory legal requirements involve significant compliance costs future changes
C1382,1,shortfall expected revenue yields material adverse effect profitability liquidity often affected factors beyond control including weather conditions traffic congestion airports increased security measures irrational pricing competitors could harm operating results financial condition delays cancellations due adverse weather conditions factors beyond control could adversely affect us like airlines subject delays caused factors beyond control including adverse weather conditions air traffic congestion airports increased security measures delays frustrate passengers reduce aircraft utilization increase costs negatively affect profitability periods snow rain fog hurricanes storms adverse weather conditions flights may cancelled significantly delayed cancellations delays due weather conditions traffic control problems breaches security could harm operating results financial condition subject strict federal regulations compliance federal regulations increases costs decreases revenue airlines subject extensive regulatory legal requirements involve significant compliance costs future changes regulatory oversight airlines generally lowfare carriers particular could result material increase operating expenses otherwise hinder business example faa issues directives regulations maintenance operation aircraft necessitate significant expenditures expect continue incurring expenses comply faas regulations laws regulations taxes airport rates charges also imposed significantly increasing cost airline operations reducing revenue example aviation transportation security act mandates federalization certain airport security procedures imposes additional security requirements airports airlines funded per ticket tax passengers tax airlines tsa also attempted impose additional annual security infrastructure fee certain airlines including us revision fee structure assessed tsa could result increased cost us airline industry opposed disagrees higher assessment working tsa resolution although necessary authority dot faa conduct flight operations must maintain authority continued compliance applicable statutes rules regulations pertaining airline industry including new rules
